id,context
971,"I'm a Jean Harlow fan, because she had star quality. I don't think her movies are good and I don't even think that she was a good actress, but she certainly was Great in comedies. Every bit of comedy in The Girl from Missouri is very good."
972,"Yes, CHUNKY, this is the nick-name that Donna Reeds' romantic lead played by Tom Drake tags her with! So lets get this clear right away. From her first ingénue role in THE GET-AWAY (1941) too her last, DALLAS (1984-1985) Ms. Reed could NEVER be described as CHUNKY."
973,"Thank you Hollywood. Yet another movie classic utterly ruined by a cheap, shallow, effect-heavy and redundant remake. The original ""Planet of the Apes"" was an intelligent and thought-provoking movie with a very clear message."
974,"Warning: Spoilers Galore! Tim Burton remaking this sui generis movie is about as sensible as remaking Psycho - oh, that's right, some idiot already did that - I rest my case. Movie opens with chimpnaut blundering a simulation, proving he's not that smart from the outset."
975,"If there's one thing that annoys me most in seeing a bad film, it's seeing it done by experienced film-makers who ought to know better. This ""re-imagining"" of Planet of the Apes could have used some imagination, to say nothing of essential elements of character development. Nova, the girl in the original Planet of the Apes, was a better developed character than Daena in this version, for all that she does not say a single word."
976,"This film is another of director Tim Burton's attempts to capitalize on a familiar title to bring his `vision' to the screen. He has done it with `Batman', `Sleepy Hollow' and now this. This is not a remake."
977,"The acting was bad, the script was bad and the ending was just terrible...the only good comment i could make about this movie would be the special effects and make up...but apart from that...this movie would be one of the worst movies of 2001...why on earth did they have to remake such a perfect movie and ruin it...why!!! !"
978,"I have seen and liked the original film, and expected more from a remake than this. GOOD: Effects and makeup are good. No complaints about the score and visuals, they are adequate, and the performances were okay (Tim Roth was excellent, the other principals were fine, and a handful of the ""supporting supporting actors"" did very well with extremely limited roles)."
979,"I read somewhere that Hollywood should concentrate on remaking bad movies and leave the classics alone. We can only hope. While this remake wasn't a total waste, I still wish I had the six bucks back to go toward a DVD of the original."
980,"After looking at monkeys (oops apes) for more than one hour, I was feeling like one too. I was an ape, spending money on this movie. Please people, hold you money in your pocket and go see some funny movie like Bridget Jones's Diary.."
981,"Apart from Helen Bonham Carter, there is nothing worthy about this movie....And the surprise ending?! The thought of a sequel is even more annoying. Save your money, wait for the video and ignore that too."
982,"I have to admit that this ""re-imagining"" of the original 1968 film was a huge disappointment. Specially when taken into consideration that this is a Tim Burton film. He is defenetly one of the most original and, might I say, cool directors Hollywood has produced."
